,category,titles,pageids
797,Law & Government>Public Safety>Crime & Justice,"['United Nations Congress on Crime Prevention and Criminal Justice', 'Crime in the United Kingdom', 'Centre for Crime and Justice Studies', 'United Nations Interregional Crime and Justice Research Institute', 'Race and crime in the United States', 'Restorative justice', 'Crime prevention', 'Environmental crime', 'Violent crime', 'Criminal justice', 'Retributive justice', 'Crime in the United States', 'Race and crime in the United Kingdom', 'Crime', 'Crime Syndicate of America', 'Justice Network', 'Victimless crime', 'Obstruction of justice', 'Justice', 'Uniform Crime Reports', 'Crime statistics', 'Crime scene', 'Bureau of Justice Statistics', 'Organized crime', 'NSW Bureau of Crime Statistics and Research', 'Area of freedom, security and justice', 'Transnational organized crime', 'Police and crime commissioner', 'Sex differences in crime', 'International Crime Victims Survey', 'Crime in Russia', 'Crime statistics in the United Kingdom', 'Hate crime', 'Miscarriage of justice', 'Crime in Mexico', 'Crime in South Africa', 'Office of Justice Programs', 'Political crime', 'United Nations Office on Drugs and Crime', 'Community Resources for Justice', 'Restorative justice in social work', 'National Crime Victimization Survey', 'Outline of criminal justice', 'Minister for Justice and Equality', 'Ministry of Security and Justice (Netherlands)', 'True crime', 'Ministry of Justice and Public Security', 'White-collar crime', 'Department of Justice and Equality', 'Immigration and crime']","['26660710', '7185441', '28987271', '42307943', '5785', '706853', '5182370', '15363104', '6551455', '6130706', '7172656', '5556196', '1554350', '177487', '25958827', '168219', '3214141', '4363391', '13547', '17290970', '16369', '45077521', '488644', '857203', '6539753', '1080015', '6791179', '214548', '240718', '1470951', '22625', '170646', '34033521', '846426', '28966143', '2010174', '218404', '38430559', '191987', '2010326', '5841680', '284850', '213934', '46474893', '17311430', '1460619', '50803', '273381', '264782', '13861217']"
798,Law & Government>Public Safety>Crime & Justice>Corporate & Financial Crime,"['Corporate crime', 'State-corporate crime', 'Financial crimes', 'List of corporate collapses and scandals', 'Financial Crimes Enforcement Network', 'Corporate governance', 'White-collar crime', 'Garda National Economic Crime Bureau', 'Corporate title', 'Organized crime', 'Aperio Intelligence', 'Financial services', 'Cadbury Report', 'Corporate security', 'Financial regulation', 'Crime in Bulgaria', 'Corporatocracy', 'Corporate law', 'Transnational organized crime', 'Anti-corporate activism', 'Stanford Financial Group', 'Financial management', 'Crime', 'Offshore financial centre', 'Oracle Financial Services Software', 'Serious Organised Crime Agency', 'State crime', 'Business ethics', 'Corporate propaganda', 'Crime in Portugal', 'Serious Crime Act 2007', 'Financial institution', 'Federal Financial Supervisory Authority', 'Financial crisis of 2007–2008', 'Financial Services Authority', 'Jonathan Fisher (barrister)', 'Mitsubishi UFJ Financial Group', 'Cybercrime', 'Crime in Varna', 'Serious Fraud Office (United Kingdom)', 'Bank regulation', 'Financial assistance (share purchase)', 'Consumer Financial Protection Bureau', 'Psychopathy in the workplace', 'United Kingdom company law', 'Board of directors', 'Accounting scandals', 'Crime in New York City', 'Sarbanes–Oxley Act', 'Vikramaditya Khanna']","['23550312', '40229978', '48764254', '1198314', '4822', '4770', '528210', '30814208', '178754', '235657', '1054527', '191230', '17857674', '5681', '6997', '5785', '31989255', '3897743', '15021761', '31989213', '341598', '10034181', '192628', '236446', '7950295', '11656148', '32005855', '208836', '14549801', '208840', '433425', '41302113', '24712988', '562651', '2822956', '27638957', '2367846', '22625', '43067931', '67031', '16508180', '429839', '462665', '21579409', '3838550', '3842996', '5841680', '15137812', '264782', '20650222']"
799,Law & Government>Public Safety>Crime & Justice>Gangs & Organized Crime,"['Organized crime', 'Triad (organized crime)', 'Organized crime in Italy', 'Aboriginal-based organized crime (Canada)', 'List of California street gangs', 'African-American organized crime', 'Polish-American organized crime', 'Jewish-American organized crime', 'Gang', 'Indo-Canadian organized crime', 'New York City Police Department Organized Crime Control Bureau', '1904 in organized crime', '1910 in organized crime', 'Organized crime in Nigeria', 'Gangs in the United Kingdom', 'Tiny Rascal Gang', 'Penose', 'List of criminal enterprises, gangs and syndicates', 'Kkangpae', '1909 in organized crime', 'Crime in the Philippines', 'Organized crime in California', '1899 in organized crime', 'Crime in Germany', 'Irish Mob', 'Timeline of organized crime in Chicago', 'Gangs in the United States', 'Timeline of organized crime', 'Hard Livings (gang)', 'Yakuza', 'Organized crime in Minneapolis', 'Boss (crime)', 'Cape Verdean organized crime', 'British firms (organised crime)', 'The Americans (gang)', 'Russian mafia', 'Milieu (organized crime in France)', 'Gangs in Canada', 'The Purple Gang', '1908 in organized crime', 'Organized crime in Sweden', 'Organised crime in Hong Kong', '1929 in organized crime', 'Organised crime in Pakistan', '1914 in organized crime', 'National Crime Syndicate', 'East Harlem Purple Gang', '1925 in organized crime', '1888 in organized crime', 'No Limit Soldiers (organized crime group)']","['1495157', '1486154', '1486512', '1494486', '1486420', '1486016', '1494333', '1565813', '1494278', '25507659', '6965006', '2029109', '40905092', '45092642', '31989603', '39652039', '11528518', '80408', '13627332', '4550798', '12534776', '38133317', '41299014', '3293009', '6647560', '3355634', '4415362', '28356323', '37432793', '458125', '28710904', '9647103', '30548906', '22625', '16077459', '4697441', '10000292', '11734374', '36764440', '36438408', '15046514', '413447', '53374415', '30873786', '1485922', '2281745', '40903362', '39980903', '44774', '41308340']"
800,Law & Government>Public Safety>Crime & Justice>Prisons & Corrections,"['Prison officer', 'List of prisons in New Zealand', 'Norwegian Correctional Service', 'Prison', 'Arkansas Department of Correction', 'Department of Corrections (Thailand)', 'New York State Department of Corrections and Community Supervision', 'Massachusetts Correctional Institution – Norfolk', 'Idaho Department of Correction', 'Corrections', 'Ohio Department of Rehabilitation and Correction', 'New Jersey Department of Corrections', 'Hong Kong Correctional Services', 'Federal Bureau of Prisons', 'Tennessee Department of Correction', 'New York City Department of Correction', 'Department of Justice and Correctional Services', 'Private prison', 'Georgia Department of Corrections', 'Connecticut Department of Correction', 'Colorado Department of Corrections', 'HM Prison Brixton', 'Delaware Department of Correction', 'Rhode Island Department of Corrections', 'List of U.S. federal prisons', 'Charlestown State Prison', 'South Dakota Department of Corrections', 'Indiana Department of Correction', 'Montana Department of Corrections', 'List of prisons', 'Kentucky Department of Corrections', 'List of prisons in Australia', 'Prison riot', 'Pulaski State Prison', 'Auburn Correctional Facility', 'State Correctional Institution – Graterford', 'Federal Correctional Institution, Danbury', 'Department of Correctional Services, Jamaica', 'Prison farm', 'Green Haven Correctional Facility', 'International Corrections and Prisons Association', 'Maryland House of Correction', 'Central Prison', 'Ionia Correctional Facility', 'Oregon Department of Corrections', 'Mississippi Department of Corrections', 'Baldwin State Prison', 'Marquette Branch Prison', 'Deer Island Prison', 'Maine Department of Corrections']","['403243', '2403105', '23752834', '27291682', '27447623', '403246', '20510422', '146766', '25890993', '403258', '29033681', '48891002', '28766946', '1271411', '4307034', '408242', '3354429', '7975946', '8080338', '21931845', '402365', '8561105', '18747588', '1203877', '412693', '668420', '1183278', '2251789', '19248310', '10142141', '6550729', '402343', '408314', '6755558', '4964649', '6618952', '35650504', '400392', '8510577', '19008450', '2633047', '3043814', '2999465', '284762', '17030834', '407452', '411558', '4139946', '4243282', '15391927']"
801,Law & Government>Public Safety>Emergency Services,"['Emergency service', 'Emergency medical services', 'Amateur Radio Emergency Service', 'Emergency medical services in Italy', 'Emergency medical services in the United Kingdom', 'Emergency medical services in France', 'Australian Capital Territory Emergency Services Agency', 'Emergency psychiatry', 'Emergency telephone number', 'Emergency medical services in Germany', 'Department of Fire and Emergency Services', 'Victoria State Emergency Service', 'Emergency', 'State Emergency Service of Ukraine', '000 (emergency telephone number)', 'Emergency vehicle', 'Emergency Health Services', 'Emergency Service Unit', 'Emergency Hospital Service', 'Emergency medical services in the United States', 'Halifax Regional Fire and Emergency', 'Queensland Fire and Emergency Services', 'State Emergency Service', 'Emergency communication system', '108 (emergency telephone number)', 'Emergency medical services in Canada', 'Emergency medical services in Norway', 'HSE National Ambulance Service', 'Queensland State Emergency Service', 'Emergency Hospital Service (Scotland)', 'Government Emergency Telecommunications Service', '999 (emergency telephone number)', 'Notification service', 'New York City Police Department Emergency Service Unit', 'Emergency Medical Services for Children', 'Rescue 1122', 'Emergency medical services in Spain', 'Emergency medical services in Ukraine', 'Radio Amateur Civil Emergency Service', 'Medical emergency', 'Emergency physician', 'Emergency medical technician', 'Emergency (series)', 'Emergency medical services in Israel', 'Emergency Aeromedical Service', 'Emergency Control Centre', 'Emergency telephone', 'New South Wales State Emergency Service', 'Scottish Ambulance Service', 'Emergency department']","['2670808', '4850369', '166815', '414182', '9930622', '2754030', '146334', '16350000', '47929866', '27355795', '7127713', '37191218', '37182627', '25869952', '4752100', '35486581', '52975', '9581347', '9581361', '9581395', '19482983', '15210886', '9581401', '30068770', '21757043', '9581377', '9008475', '75005', '1163474', '2923321', '146330', '3462324', '146865', '860027', '1165473', '22281696', '7226570', '146290', '11000116', '20516427', '33478822', '20708507', '40510479', '416784', '28573268', '4881775', '637951', '29371272', '36798775', '177163']"
802,Law & Government>Public Safety>Law Enforcement,"['Law enforcement', 'Law enforcement agency', 'Outline of law enforcement', 'Law enforcement in Russia', 'Law enforcement officer', 'National Law Enforcement Officers Memorial', 'List of law enforcement agencies', 'Law enforcement in the United States', 'List of law enforcement agencies in Australia', 'List of United States state and local law enforcement agencies', 'List of law enforcement agencies in Canada', 'List of law enforcement agencies in Virginia', 'List of law enforcement agencies in Pennsylvania', 'List of law enforcement agencies in Colorado', 'Specialist law enforcement agency', 'List of law enforcement agencies in New Jersey', 'Alberta Law Enforcement Response Teams', 'List of law enforcement agencies in California', 'Indiana Law Enforcement and Firefighters Memorial', 'List of law enforcement agencies in Florida', 'List of law enforcement agencies in Texas', 'Law enforcement in Poland', 'List of law enforcement agencies in Arizona', 'Texas Commission on Law Enforcement', 'List of law enforcement agencies in Ohio', 'List of law enforcement agencies in Wyoming', 'List of law enforcement agencies in Alaska', 'List of law enforcement agencies in Maryland', 'List of killings by law enforcement officers in the United States', 'Law Enforcement Detachments', 'List of law enforcement agencies in Washington', 'Law enforcement in Azerbaijan', 'List of law enforcement agencies in Michigan', 'Law enforcement in Australia', 'List of law enforcement agencies in Nebraska', 'Bylaw enforcement officer', 'South Carolina Law Enforcement Division', 'Federal law enforcement in the United States', 'List of law enforcement agencies in Germany', 'Australian Commission for Law Enforcement Integrity', 'Commission on Accreditation for Law Enforcement Agencies', 'Law Enforcement Action Partnership', 'National Oceanic and Atmospheric Administration Fisheries Office for Law Enforcement', 'List of law enforcement agencies in Georgia', 'Law enforcement in New York City', 'Oklahoma Council on Law Enforcement Education and Training', 'Federal Law Enforcement Training Centers', 'List of law enforcement agencies in Massachusetts', 'City Urban Administrative and Law Enforcement Bureau', 'List of law enforcement agencies in Indiana']","['49498908', '12361360', '14625644', '10523087', '3575883', '1711994', '16252377', '29765119', '4142076', '6149030', '18486', '30871819', '1120207', '11356544', '21752989', '16812378', '11137255', '4876283', '1876263', '2005009', '33567774', '14338586', '9682752', '9682798', '13854240', '9682894', '5892465', '9682967', '9683267', '9683380', '22566558', '9684191', '9684260', '9684358', '9684961', '9708479', '9708977', '9709256', '9709919', '9710156', '9710267', '9710475', '2916027', '11576126', '15143488', '15881121', '36739484', '18521468', '11868818', '9683769']"
803,Law & Government>Public Safety>Security Products & Services,"['Managed security service', 'WS-Security', 'Tyco Integrated Security', 'The ADT Corporation', 'Security as a service', 'HP Enterprise Security Products', 'Security and Maintenance', 'Cyber security standards', 'Ruger Security-Six', 'Financial services', 'RSA Security', 'Security information and event management', 'Security through obscurity', 'Computer security', 'Microsoft Security Essentials', 'Security guard', 'Rogue security software', 'Norton Security', 'Control system security', 'SAML-based products and services', 'Product transfer security', 'Panda Security', 'Network Security Services', 'Information security', 'Windows Server Update Services', 'NHS Counter Fraud and Security Management Service Division', 'Penta Security', 'Norton Internet Security', 'Security testing', 'Mace Security International', 'Active Directory Rights Management Services', 'NSA product types', 'List of Google products', 'IBM Internet Security Systems', 'McAfee', 'F-Secure', 'Security engineering', 'HP Application Security Center', 'Internet security', 'UTC Climate, Controls & Security', 'Communications Security Establishment', 'Vector Security', 'Norton (Symantec)', 'Cryptek', 'National Security Agency', 'Gunnebo Group', 'Food and Nutrition Service', 'Disney Global Security', 'Core Security Technologies', 'Daiwa Securities Group']","['2953570', '231712', '7398', '29195439', '28891010', '15473491', '3392742', '1219644', '1107998', '433425', '1332977', '38021469', '18521165', '36460439', '198682', '15036', '863095', '1497849', '28754871', '20257969', '198684', '20287616', '4249406', '41829', '21939', '5137674', '47190329', '1439427', '43800179', '1114733', '33674127', '12292005', '301240', '6172076', '20891885', '32295524', '7446289', '36720637', '28730', '19283898', '27262733', '3943130', '29087', '1286163', '40445437', '2156107', '42763984', '705474', '2681951', '1284166']"
804,Law & Government>Social Services,"['Social work', 'Social networking service', 'The Hong Kong Council of Social Service', 'Ministry of Community and Social Services', 'University of Chicago School of Social Service Administration', 'Australian Council of Social Service', ""Christian Social People's Service"", 'LDS Family Services', 'International Social Service', 'California Department of Social Services', 'Minister for Social Services (Australia)', 'School of Education and Social Services', 'Department of Social Services (1939–72)', 'Social Housing Services Corporation', 'List of social networking websites', 'Ministry of Social Empowerment, Welfare and Kandyan Heritage', 'Methodist Federation for Social Action', 'Social care in Scotland', 'London Voluntary Service Council', 'Distributed social network', 'Economic and Social Data Service', 'Master of Social Work', 'Smt. Vinatadevi Tope Social Service League', 'Washington State Department of Social and Health Services', 'Ministry of Social Development (New Zealand)', 'Harmonised service of social value', 'Social policy', 'Social graph', 'Privacy concerns with social networking services', 'Social bookmarking', 'Austrian Social Service', 'Quaker Peace and Social Witness', 'Social login', 'Scottish Social Services Council', 'Social media', ""Jewish Board of Family and Children's Services"", 'Amen (website)', 'Monell v. Department of Social Services of the City of New York', 'Social liberalism', 'Social computing', 'Public service', 'Xavier Institute of Social Service', 'GNU social', 'Health and Social Care in Northern Ireland', 'Social software', 'Social security', 'Rivers State Civil Service', 'Jewish Social Service Agency', 'Boston College School of Social Work', 'Social film']","['33701260', '5205994', '1758074', '3188706', '7471826', '3035017', '41370136', '18934926', '24375510', '18266361', '26568444', '5126284', '2483512', '18845890', '49262324', '12850113', '2872825', '51325800', '419977', '2439954', '13948923', '1597791', '9069861', '41481238', '11025855', '31602166', '1291782', '3459547', '47141518', '14293531', '3369079', '44528650', '8517596', '1257581', '37212495', '1416993', '14682638', '765430', '34349525', '5897742', '2041117', '852274', '27691', '222034', '146717', '6862370', '3840406', '11081536', '7495771', '32392505']"
805,Law & Government>Social Services>Counseling Services,"['Lifeline (crisis support service)', 'StepChange', 'Telephone counseling', 'Counselling in the United Kingdom', 'Counseling psychology', 'Credit counseling', 'British Association for Counselling and Psychotherapy', 'Online counseling', 'Career counseling', 'Genetic counseling', 'Pastoral counseling', 'Kids Helpline', 'School counselor', ""Queen's Counsel"", 'General counsel', 'Childline South Africa', 'Relationship counseling', 'Duty counsel', ""Jewish Board of Family and Children's Services"", 'General Counsel of the Navy', 'Right to counsel', 'British Pregnancy Advisory Service', 'United States Office of Special Counsel', 'Ecological counseling', 'USS Counsel (AM-165)', 'Ineffective assistance of counsel', 'American College Counseling Association', 'Philosophical counseling', 'University counseling center', 'Academy of Our Lady of Good Counsel', 'General Counsel of the Department of Defense', 'Kids Help Phone', 'United States Office of the Independent Counsel', 'Office of the Parliamentary Counsel (United Kingdom)', 'Pregnancy options counseling', 'Childline', 'Counsel General for Wales', ""Calgary Women's Emergency Shelter"", 'Crown Office and Procurator Fiscal Service', 'LDS Family Services', 'Rehabilitation counseling', 'Liberty Counsel', 'Cognitive emotional behavioral therapy', 'Association of Corporate Counsel', 'National Foundation for Credit Counseling', 'Clinical mental health counseling', 'Careers advisory service', 'Turning Point Alcohol and Drug Centre', 'Co-Counselling International', 'The Hong Kong Council of Social Service']","['14503637', '11496627', '2335049', '7001047', '5345317', '3896835', '11885169', '27406549', '530640', '40207751', '44318934', '2768056', '39060287', '10830938', '505326', '13861843', '2841721', '1363739', '5294532', '11388002', '30829763', '25762471', '1838138', '251487', '1983507', '18845890', '1847144', '9107204', '12850113', '1464996', '17237639', '26843134', '23491029', '2632136', '2278666', '22801842', '6527160', '90072', '5097411', '1410817', '3008265', '1543160', '3829033', '2854417', '11973706', '12279885', '2421594', '220410', '18433437', '6862370']"
806,Law & Government>Social Services>Welfare & Unemployment,"['Unemployment benefits', 'Unemployment', 'Welfare trap', 'Welfare in Romania', 'Welfare', 'Welfare in Sweden', ""Welfare's effect on poverty"", 'Welfare state in the United Kingdom', 'Welfare state', 'Criticisms of welfare', 'Unemployment in the United Kingdom', 'Unemployment in the United States', 'Youth unemployment in Italy', 'List of countries by unemployment rate', 'Welfare in New Zealand', 'Welfare culture', 'Technological unemployment', 'Social welfare in China', 'Welfare capitalism', 'Welfare fraud', 'Norwegian Labour and Welfare Administration', 'Social programs in the United States', 'Unemployment in Brazil', 'Unemployment benefits in Italy', 'Welfare dependency', 'Welfare chauvinism', 'Unemployment benefits in Sweden', 'List of OECD countries by long-term unemployment rate', 'Italian welfare state', 'Welfare in Japan', 'Welfare in Finland', 'Social safety net', 'Welfare in Germany', 'Social welfare model', 'Hidden welfare state', 'Unemployment insurance (Japan)', 'Youth unemployment in the United Kingdom', 'Nordic model', 'Social welfare in Luxembourg', 'Welfare in Israel', 'Causes of unemployment in the United States', 'Workfare', 'Social security in Australia', 'National Insurance Act 1911', 'Liberal welfare reforms', 'Personal Responsibility and Work Opportunity Act', 'Ministry of Labour and Social Welfare (Zimbabwe)', ""National Socialist People's Welfare"", 'Welfare in Poland', 'NAIRU']","['49113863', '32802570', '16968073', '11244891', '8215985', '42659676', '2729714', '21540492', '5809474', '19884281', '11595783', '27579900', '2430477', '21109533', '19287564', '11152621', '13678264', '52125556', '4735888', '32040137', '31741', '378430', '11243951', '11243336', '35185228', '32689330', '28688759', '36159077', '247817', '28019502', '1421315', '37031837', '30049818', '33224794', '47778491', '28244758', '33547984', '54165014', '2634705', '8062334', '38681876', '35099196', '2916242', '222839', '217715', '19288516', '2006272', '52087661', '28007087', '19287594']"
807,News,"['News', 'News (disambiguation)', 'NeWS', 'Sky News', 'NBC News', 'Google News', 'ABC News', 'Fox News', 'CBC News', '1 News', 'BBC News (TV channel)', 'News media', 'ITV News', 'Nine News', 'Fake news', 'BBC News', 'News UK', 'STV News', 'News presenter', 'ABC News (Australia)', 'News Corp', 'Sky News Australia', 'The Mercury News', 'All-news radio', 'News show', 'ABC World News Tonight', 'Seven News', 'CBS News', 'News agency', 'GMA News and Public Affairs', 'News broadcasting', 'Spectrum News', 'News Corporation', 'ABP News', 'MTV News', 'Fake news website', 'Breaking news', 'BBC News Online', 'Church News', '24-hour news cycle', 'Yahoo! News', 'Ten Eyewitness News', 'E! News', 'Fars News Agency', 'News aggregator', 'The Real News', '5 News', 'CBS Evening News', 'News style', 'NBC Nightly News']","['887498', '16260072', '6301714', '318094', '4797328', '194731', '2985122', '2531976', '1139893', '4621', '566699', '1449800', '1029495', '194740', '359551', '14650869', '6324832', '52881503', '52288758', '5000099', '11121', '6083772', '466299', '1784634', '859907', '167284', '55519', '20781999', '10077874', '39522631', '113422', '318966', '47917', '2351677', '1720678', '304113', '156746', '904635', '164062', '1447822', '22081590', '2446110', '216355', '853463', '26983296', '2590248', '474172', '4404429', '1560005', '194735']"
808,News>Broadcast & Network News,"['News broadcasting', 'CNN Philippines Network News', 'Broadcast network', 'Independent News Network', 'Global Broadcast News', 'List of programs broadcast by Fox News', 'Sun News Network', 'NBC News', 'Television network', 'Independent Network News (U.S.)', 'Radio Philippines Network', 'ABC News', 'Seven Network', 'Anime Network', 'Fox News', 'List of programs broadcast by ETC', 'ABS-CBN News Channel', 'CBC News', 'CBC News Network (TV series)', 'One America News Network', 'List of programs broadcast by GMA News TV', 'The Real News', 'List of programs broadcast by Cartoon Network', 'BBC Asian Network', 'Broadcast journalism', 'Seven News', 'ITV (TV network)', '1 News', 'News 12 Networks', 'GMA Network (company)', 'Ten Eyewitness News', 'News presenter', 'List of programs broadcast by CNN Philippines', 'Ivanhoe Broadcast News', 'List of United States over-the-air television networks', 'CBS News', 'Nine Network', 'GMA News and Public Affairs', 'Onion News Network', 'Christian Broadcasting Network', 'NBC Nightly News', 'Network Ten', 'CBS Evening News', 'List of programs broadcast by Nine Network', 'ABC World News Tonight', ""People's Television Network"", 'Multicast-broadcast single-frequency network', 'CNN-News18', 'Big Three television networks', 'News 9 Now / News on 6 Now']","['887498', '318094', '194731', '2436200', '287748', '571791', '1533841', '1772690', '406476', '1029495', '5436260', '194740', '359551', '3770573', '36195317', '1062973', '11121', '12085886', '6083772', '5972195', '58089', '11166239', '8754245', '6313073', '82454', '7409219', '287673', '22516895', '11210510', '3841660', '1311336', '33230639', '167284', '194735', '342308', '13224026', '1720678', '156746', '176014', '39871580', '10222312', '2943800', '1560836', '494657', '2446110', '27721878', '36937', '2590248', '4404429', '4063690']"
809,News>Business News,"['Business News', 'Business journalism', 'Sky News Business Channel', 'Business News Network', 'Fox Business Network', 'American City Business Journals', 'Bloomberg News', 'Sky News Australia', 'Asia Business News', 'Business Spectator', 'Broken News', 'Providence Business News', 'The Business (TV program)', 'Breakfast News', 'Long Island Business News', 'BBC News (TV channel)', 'News', 'Jewish Business News', 'Crain Communications', 'ABP News', 'Sky News', 'CTV News Channel (Canada)', 'Global Business News', 'Los Angeles Business Journal', 'News media', 'CBS Overnight News', 'Business Insider', 'ABS-CBN News Channel', '1 News', 'Business Matters', 'Fox News', 'BBC News', 'Aaj News', 'Business New Europe', 'News Corp Australia', 'Hispanic Business', 'CBC News', 'News broadcasting', 'CNBC', 'News Corporation', 'List of programs broadcast by Sky News Live', 'News5', 'OSN News', 'Birmingham Business Journal', 'United States cable news', 'News24', 'Markets Now', 'International Business Times', 'Business Standard', 'Google News']","['887498', '2985122', '2436200', '30858216', '3773890', '14447146', '1139893', '4621', '19464281', '3057255', '2870675', '2905585', '25014500', '16407096', '33585112', '12546125', '9943719', '39230411', '5516343', '1266567', '1029495', '2565865', '223441', '575397', '6132011', '9395235', '11121', '42553119', '23454712', '32481016', '42752015', '50241993', '19557797', '17572957', '13989841', '20781999', '2780565', '6474797', '1489006', '113422', '1720678', '304113', '5737301', '18580825', '216355', '853463', '14014841', '7421160', '21027776', '466299']"
810,News>Business News>Company News,"['ABC News', 'Deseret News Publishing Company', 'News Corp', 'News-Press & Gazette Company', 'ABC News Radio', 'Israeli News Company', 'Australian News Channel', 'News Corp Australia', 'News Corporation', 'Newport News Shipbuilding', 'Bangor Daily News', 'News UK', 'NBC News', 'Dow Jones & Company', 'Zee News', 'ABC News Now', 'Fox News', 'APN News & Media', 'List of assets owned by News Corp', 'The Buffalo News', 'STV News', 'Independent News', 'Life (news agency, Russia)', 'News', 'ABC World News Tonight', 'The McClatchy Company', 'Geo News', 'Sky News', 'BNO News', 'Deseret News', 'Google News', 'Trend News Agency', 'U.S. News & World Report', 'NewsX', 'The Illustrated London News', 'CBC News', 'BBC News (TV channel)', '1 News', 'Fox News Sunday', 'Knoxville News Sentinel', 'News media', 'BBC News', 'Gannett Company', '2011 News Corporation scandals', 'ITV News', 'The MetroWest Daily News', 'The Mercury News', 'The News & Observer', 'E. W. Scripps Company', 'News & Record']","['887498', '32496374', '318094', '1930254', '3823332', '194731', '1690352', '2826198', '1139893', '4621', '13403728', '2189027', '1029495', '1046373', '11672640', '46638', '1847523', '11121', '2300316', '418611', '10749090', '466299', '1784634', '32896635', '26449623', '3795569', '43993621', '377547', '167284', '22141', '20781999', '6263729', '18537977', '39522631', '1489006', '113422', '318966', '304113', '22081590', '216355', '1106837', '1197159', '1001922', '474172', '1470781', '1024309', '20739576', '449826', '14883038', '8759176']"
811,News>Business News>Company News>Company Earnings,"['Price–earnings ratio', 'Earnings per share', 'Retained earnings', 'Earnings call', 'Earnings before interest, taxes, depreciation, and amortization', 'Earnings Response Coefficient', 'Earnings quality', 'Earnings management', 'Owner earnings', 'Earnings yield', 'Average earnings index (horse racing)', 'Growth stock', 'Earnings before interest, taxes, depreciation, amortization, and restructuring or rent costs', 'Statement of changes in equity', 'Cyclically adjusted price-to-earnings ratio', 'Conglomerate (company)', 'York Tramways Company', 'Interpublic Group of Companies', 'Net income', 'Valuation using multiples', 'HealthSouth', 'Cost of capital', 'Earnings growth', 'Production company', 'Gender pay gap', 'Toro (company)', 'Companies of the United States with untaxed profits', 'Corporate tax', 'Accretion (finance)', 'List of largest corporate profits and losses', 'NOPAT', 'Investment', 'Dividend yield', 'Stock valuation', 'United States Rubber Company', 'Privately held company', 'Whisper number', 'Hanover Insurance', 'Arizona Public Service', 'Goodrich Corporation', 'National Insurance', 'Earnings for architects', 'The Walt Disney Company', 'Route 66 (company)', 'The Hartford', 'Dividend', 'Bombay Company', 'Gloucester Tramways Company', 'Valuation (finance)', 'Social earnings ratio']","['1661211', '3233116', '43117744', '2949675', '45375387', '64308', '912407', '695167', '37605656', '41930', '447151', '6440284', '21510604', '372829', '4790622', '27156195', '15445023', '1455450', '1584277', '18190226', '4868219', '39426115', '34376216', '515211', '426130', '12954459', '1520220', '2928769', '63121', '28167116', '4543676', '316844', '1076393', '8831073', '163066', '1499655', '1870203', '899096', '854560', '1949034', '644426', '3902314', '37398', '3516470', '2397993', '347107', '4732425', '3406983', '34570747', '49490363']"
812,News>Business News>Company News>Mergers & Acquisitions,"['Mergers and acquisitions', 'Mergers and acquisitions in United Kingdom law', 'Post-merger integration', 'Glossary of mergers, acquisitions, and takeovers', 'List of mergers and acquisitions by Apple', 'List of mergers and acquisitions by Alphabet', 'Mergers and Acquisitions (The Sopranos)', 'Business acquisition', 'Merger guidelines', 'List of mergers and acquisitions by Yahoo!', 'List of mergers and acquisitions by Facebook', 'List of mergers and acquisitions by IBM', 'List of acquisitions by Adobe Systems', 'Merger control', 'List of mergers and acquisitions by Amazon.com', 'List of airline mergers and acquisitions', 'European Union merger law', 'List of largest mergers and acquisitions', 'Acquisition of NBC Universal by Comcast', 'Institute for Mergers, Acquisitions and Alliances', 'List of mergers and acquisitions by Twitter', 'Special-purpose acquisition company', 'De facto merger', 'Attempted purchase of Time Warner Cable by Comcast', 'Merger mania', 'M&A Source', 'Reverse takeover', 'Attempted purchase of T-Mobile USA by AT&T', 'List of Dell ownership activities', 'List of largest pharmaceutical mergers and acquisitions', 'List of mergers and acquisitions by Symantec', 'Banco de Oro–Equitable PCI Bank merger', 'List of mergers and acquisitions by BlackBerry', 'List of mergers and acquisitions in online gambling', 'Delta Air Lines–Northwest Airlines merger', 'City Code on Takeovers and Mergers', 'List of bank mergers in the United States', 'MTR–KCR merger', 'List of mergers and acquisitions by Microsoft', 'Consolidation (business)', 'List of acquisitions by Hewlett-Packard', 'Risk arbitrage', 'List of mergers and acquisitions by Citrix', 'Russian mergers and acquisitions market in 2009', 'ROTH Capital Partners', 'Wachovia', 'Sirius XM Holdings', 'Sun acquisition by Oracle', 'Miller Buckfire & Co.', 'Second request']","['31314616', '33825721', '42486963', '3829354', '8856056', '27494724', '2007225', '8318182', '16946640', '12070642', '24425893', '52241735', '25690812', '19595071', '16811623', '15611388', '1058241', '48979822', '49188531', '3660182', '51169952', '15357987', '30944003', '47682068', '29407218', '5715923', '1545193', '881048', '40531624', '6916423', '54335777', '12712193', '14932001', '3234871', '6339217', '15671541', '5171530', '20769', '16037987', '24529455', '15625734', '9524098', '1672188', '1441194', '26444883', '9603757', '4907060', '25970060', '20598893', '18555330']"
