,category,titles,pageids
1160,World Localities>Africa>Western Africa>Burkina Faso,"['Burkina Faso', 'Sport in Burkina Faso', 'Media of Burkina Faso', 'Geography of Burkina Faso', 'Transport in Burkina Faso', 'Foreign relations of Burkina Faso', 'Military of Burkina Faso', 'Politics of Burkina Faso', 'Cinema of Burkina Faso', 'Telecommunications in Burkina Faso', 'History of Burkina Faso', 'Provinces of Burkina Faso', 'Elections in Burkina Faso', 'Burkina Faso national rugby union team', 'Culture of Burkina Faso', 'Theatre of Burkina Faso', 'Demographics of Burkina Faso', 'National Library of Burkina Faso', 'Health in Burkina Faso', 'Subdivisions of Burkina Faso', 'Ethnic groups in Burkina Faso', 'Wildlife of Burkina Faso', 'Regions of Burkina Faso', 'Burkina Sign Language', 'Ambassadors to Burkina Faso', 'Telephone numbers in Burkina Faso', 'Visa policy of Burkina Faso', 'Rugby union in Burkina Faso', 'Trade unions in Burkina Faso', 'Languages of Burkina Faso', 'Tapoa Province', 'Music of Burkina Faso', 'Senate of Burkina Faso', 'Ahmadiyya in Burkina Faso', 'Ouagadougou', 'Ganzourgou Province', 'Kadiogo Province', 'Football in Burkina Faso', 'Berbers in Burkina Faso', 'Kouritenga Province', 'Tuy Province', 'Sanmatenga Province', 'Soum Province', 'Energy in Burkina Faso', 'Air Burkina', 'Poni Province', 'New Alliance of Faso', 'Human rights in Burkina Faso', 'Party of Labour of Burkina', 'Abortion in Burkina Faso', 'National Archives of Burkina Faso', 'Filiba', 'Kossi Province', 'Yatenga Province', 'Human trafficking in Burkina Faso', 'Kompienga Province', 'Ecologist Party for the Development of Burkina', 'Kouka', 'Ziro Province', 'Rally of the Ecologists of Burkina']","['48088123', '995597', '664903', '47625456', '3470', '16094175', '35715684', '1830601', '2448649', '3678', '1359714', '23325935', '23325379', '17033035', '3684', '1055538', '3677', '23327340', '42543', '27291999', '16908', '2874551', '19853112', '4946845', '3683', '422114', '17129097', '48732782', '56100', '3732387', '3679', '2874584', '673434', '2900754', '23702762', '2874586', '44268984', '2874589', '18225629', '22419756', '2874597', '3681', '27128386', '18347326', '4543585', '3682', '2398826', '40897605', '10945926', '44594323', '3661766', '17905626', '31515212', '2874549', '1696319', '17411520', '43773104', '3614634', '1675853', '1034142']"
1161,World Localities>Africa>Western Africa>Côte d'Ivoire,"['Ivorian passport', 'Air Ivoire', 'Hypolimnas aubergeri', 'Movement of the Forces of the Future', 'Ivorian', 'Cote', 'Man Airport', 'Korhogo Airport', 'Bandama River', 'Cavalla River', 'Mahana Airport', 'Gagnoa Airport', 'Boundiali Airport', 'Tabou Airport', 'Daloa Airport', 'Tehini Airport', 'Guiglo Airport', 'Dimbokro Airport', 'Soko Airport', 'Sassandra Airport', 'Abengourou Airport', 'Mama Ouattara', 'Dabou Airport', 'Guinean Forests of West Africa', 'Namori Meite', 'African Rally Championship', 'DJ Arafat', 'Guinea Highlands', 'Championnat Division 3', 'Taabo Dam', 'Guinean montane forests', 'Lambert Amon Tanoh', 'Mapouka', 'Mount Nimba Strict Nature Reserve', 'PDCI', 'Nimba Range', 'Foreign relations of the African Union', 'Alloco', 'Ivorians in France', 'Pascal Angan', 'Dozo', 'LACS', 'African Regroupment Party']","['21075944', '18119107', '30863728', '1469774', '7124470', '3956319', '21076009', '6974871', '39238315', '6042408', '19743810', '21076019', '21076027', '21076048', '4226386', '3466678', '21076111', '21076166', '18007288', '4598878', '37666756', '35971068', '1139171', '21570843', '39316724', '21076190', '3039011', '20806302', '21076279', '8544139', '21076214', '8348208', '3879026', '2803592', '25646667', '47906680', '12421324', '23537407', '21076235', '21075982', '23823178', '21076268', '21075999']"
1162,World Localities>Africa>Western Africa>Ghana,"['Economy of Ghana', 'President of Ghana', 'Ghana Armed Forces', 'Telecommunications in Ghana', 'Eye care in Ghana', 'Geography of Ghana', 'Health in Ghana', 'God Bless Our Homeland Ghana', 'Demographics of Ghana', 'Fauna of Ghana', 'Politics of Ghana', 'History of Ghana', 'Islam in Ghana', 'Sports in Ghana', 'African Americans in Ghana', 'National Pledge Of Ghana', 'Ghana National Fire and Rescue Service', 'Elections in Ghana', 'Agriculture in Ghana', 'Ghana Rugby Association', 'Chief Justice of Ghana', 'Ghana Player of the Year', 'Ghana Airways', 'Electricity sector in Ghana', 'Administrative divisions of Ghana', 'Illegal immigration to Ghana', 'Ghana national rugby union team', 'Ghana Cocoa Board', 'Ghana Standards Authority', 'ETV Ghana', 'Water supply and sanitation in Ghana', 'Forestry in Ghana', 'Catholic University College of Ghana', 'Nuclear energy in Ghana', 'Attorney General of Ghana', 'Acute haemorrhagic conjunctivitis in Ghana', 'Ghana Federation of Labour', 'Domestic violence in Ghana', 'Ghana Museums and Monuments Board', 'Ghana Planetarium', 'Parliament House of Ghana', 'Ghana National Agricultural Export', 'Languages of Ghana', 'Ghanaian cedi', 'Bureau of Ghana Languages', 'National Museum of Ghana', 'Institute of Chartered Accountants of Ghana', 'Unilever Ghana', 'Childbirth in Ghana', 'Regions of Ghana', 'Chief Imam of Ghana', 'Ghana Road Network', 'Climate of Ghana', 'Bureau of National Investigations', 'Miss Ghana', 'Manufacturing in Ghana', 'Ghana Police Service', 'Women in Ghana', 'Upper East Region', 'Ghana Civil Aviation Authority']","['31507871', '10914807', '46754041', '16007386', '38508624', '15994236', '10066656', '11539556', '46463468', '12070', '53335998', '32752037', '12072', '1273029', '16007933', '31210181', '10948968', '16007543', '12069', '482403', '12075', '25876672', '4799346', '42073601', '25728280', '31696423', '42801895', '32816311', '32394706', '32105705', '10159278', '303747', '265027', '21213722', '56898', '35340184', '6828017', '1275197', '4819139', '2871348', '30201960', '31165657', '35787421', '56897', '392258', '31645246', '12073', '19471478', '16696308', '3850515', '44674923', '18855726', '23949164', '31707599', '27779708', '16007855', '30699471', '666430', '2110546', '15942718']"
1163,World Localities>Africa>Western Africa>Mali,"['Mali', 'Cercles of Mali', 'Geography of Mali', 'Telecommunications in Mali', 'Mali Empire', 'Politics of Mali', 'History of Mali', 'Military of Mali', 'Environmental issues in Mali', 'Mali caste', 'Communes of Mali', 'Mali Federation', 'National Museum of Mali', 'Flag of Mali', 'Ecologist Party of Mali', 'Demographics of Mali', 'Elections in Mali', 'Media of Mali', 'Religion in Mali', 'Wildlife of Mali', 'Catholic Church in Mali', 'Convergence for the Development of Mali', 'Mali national rugby union team', 'Mali River', 'Rajput Mali', 'Mali Zvornik', 'Plavac Mali', 'Timeline of the Northern Mali conflict', 'International Criminal Court investigation in Mali', 'Law enforcement in Mali', 'Mali Prefecture', 'Mali Kamen', 'Mali Rugby Federation', 'Musa I of Mali', 'Military history of the Mali Empire', 'Mali firefinch', 'Mali national basketball team', 'Arrondissements of Mali', 'Mali Graben', 'EUTM Mali', 'Al Mali', 'Azawad', 'Islam in Mali', 'Bhagirathi Mali', 'Operation Serval', 'Mali Izvor', 'Visa policy of Mali', 'Football in Mali', 'Rugby union in Mali', 'Languages of Mali', 'Mali Lipovec', 'Keita dynasty', 'Music of Mali', 'National Union of Students and Pupils of Mali', 'Culture of Mali', 'Mali Videm', 'Monochaetia mali', 'Kidal Region', 'Mali Slatnik', 'Mali Podljuben']","['31078402', '16868994', '1463123', '25465721', '4708612', '4918114', '16112417', '34174528', '19130', '38264234', '5253596', '1442329', '3877507', '459202', '19359613', '56703', '19128', '38294101', '1310058', '11792238', '19127', '182049', '1377829', '28889009', '52548532', '25803137', '2822817', '1848570', '32391824', '4804886', '21254902', '9222949', '12477612', '10159437', '4304641', '17798694', '19135', '159784', '3463494', '38205389', '6966669', '19131', '23002680', '16732801', '23320255', '19133', '38313078', '26877901', '12535065', '16786905', '2306510', '2214311', '1389413', '31463209', '16761354', '16761355', '30817799', '11128015', '246442', '2333553']"
1164,World Localities>Africa>Western Africa>Niger,"['Niger', 'Niger River', 'Niger Delta', 'Niger Armed Forces', 'Geography of Niger', 'Colony of Niger', 'Cabinet of Niger', 'Aspergillus niger', 'History of Niger', 'Order of the Niger', 'Women in Niger', 'Demographics of Niger', 'Constitution of Niger', 'Foreign relations of Niger', 'Niger Basin Authority', 'Niger State', 'Inner Niger Delta', 'Telecommunications in Niger', 'Health in Niger', 'Politics of Niger', 'National Police of Niger', 'Slavery in Niger', 'Coat of arms of Niger', 'Senegambia and Niger', 'Oil and mining industry of Niger', 'Catholic Church in Niger', 'Government of Niger', 'Cuisine of Niger', 'Niger national rugby union team', 'Democratic Confederation of Workers of Niger', 'Wildlife of Niger', 'Media of Niger', 'Institut National de la Statistique du Niger', 'Party for Socialism and Democracy in Niger', 'Islamic University of Niger', 'Law enforcement in Niger', 'Diocese on the Niger', 'Democratic Alliance for Niger', 'Simeon Niger', 'Niger Premier League', 'Aguie', 'Cinema of Niger', 'Ixalotriton niger', 'Alliance of Movements for the Emergence of Niger', 'Scarus niger', 'Arrondissements of Niger', 'Neolamprologus niger', 'Environmental issues in the Niger Delta', 'Niger national football team', 'Niger Delta red colobus', 'Niger Delta mangroves', 'Tanout', 'Languages of Niger', 'Niamey', 'W National Park', 'Hyoscyamus niger', 'National Park of Upper Niger', 'Education in Niger', 'Football in Niger', 'Supplanaxis niger']","['14102400', '49599112', '4917838', '312439', '21571238', '4747559', '15881876', '5008833', '22444476', '15609035', '32110864', '49600404', '5253428', '21376', '24179691', '5659246', '21382', '21375', '19054645', '21041426', '21374', '1670801', '17905654', '7812444', '12403178', '11792264', '18628885', '21052725', '12619106', '21373', '21381', '9531267', '1844605', '7624325', '21437', '1723431', '1238866', '10687723', '21313871', '30751594', '2785695', '21377', '40701401', '344517', '34968906', '38325766', '21379', '12533887', '39698049', '18103228', '15500873', '1262380', '9924217', '1166914', '57061', '53132711', '28282945', '27390939', '14102577', '1759173']"
1165,World Localities>Africa>Western Africa>Nigeria,"['Nigeria', 'Federal government of Nigeria', 'President of Nigeria', 'Air Nigeria', 'States of Nigeria', 'Colonial Nigeria', 'Catholic Church in Nigeria', 'Christianity in Nigeria', 'Economy of Nigeria', 'Nigeria national rugby union team', 'Vice President of Nigeria', 'Demographics of Nigeria', 'Cinema of Nigeria', 'Supreme Court of Nigeria', 'Nigeria Police Force', 'Elections in Nigeria', 'Football in Nigeria', 'Nigerians', 'Music of Nigeria', 'Transport in Nigeria', 'Telephone numbers in Nigeria', 'Nigerian traditional rulers', 'Corruption in Nigeria', 'Telecommunications in Nigeria', 'Public holidays in Nigeria', 'British Nigerian', 'Health in Nigeria', 'Chief Justice of Nigeria', 'Coat of arms of Nigeria', 'Geopolitical zones of Nigeria', 'Languages of Nigeria', 'Athletics Federation of Nigeria', 'Defence Minister of Nigeria', 'Constitution of Nigeria', 'Shia Islam in Nigeria', 'Media in Nigeria', 'Nigeria national cricket team', 'Nigerian naira', 'Nigerian Women Football League', 'Banking in Nigeria', 'Mining industry of Nigeria', 'Nigeria Rugby Football Federation', 'Senate of Nigeria', 'Nigerian Air Force', 'American University of Nigeria', 'Nigerian National Petroleum Corporation', 'Nigerian cuisine', 'Nigerian Americans', 'Organized crime in Nigeria', 'Action Congress of Nigeria', 'New Nigerian Cinema', 'Nigerian Defence Academy', 'Nigerian refugees', 'Wildlife of Nigeria', 'First Bank of Nigeria', 'Miss Earth Nigeria', 'Senior Advocate of Nigeria', 'Visa policy of Nigeria', 'Nigerian Civil Service', 'Economic history of Nigeria']","['1800272', '7032653', '35293395', '48682651', '8579573', '414103', '11059198', '12241851', '974177', '3037029', '9329483', '10369945', '9675036', '9815893', '21386', '21388', '1442383', '21387', '6136825', '43685316', '11348241', '5391050', '5962954', '16897370', '246375', '21383', '23794123', '27308620', '4476024', '8000834', '538869', '4293135', '3950337', '32442124', '13583474', '178686', '28687568', '13008384', '11734374', '516088', '495025', '3610871', '17097018', '226734', '4239953', '21389', '12708389', '21390', '2700989', '8811409', '4305089', '9292595', '28094309', '47623761', '25508182', '14537681', '43030601', '8346733', '33945004', '12223926']"
1166,World Localities>Africa>Western Africa>Nigeria>Lagos,"['Lagos', 'Lagos State', 'Lagos Terminus railway station', 'Oba of Lagos', 'Lagos Photo', 'History of Lagos', 'Lagos Lagoon', 'Los Lagos Region', 'Lagos International Jazz Festival', 'Lagos Island General Hospital', 'Government of Lagos State', 'Nigerian National Assembly delegation from Lagos', 'Lagos State Police Command', 'Lagos State Ministry of Education', 'Lagos Preparatory School', 'University of Los Lagos', 'Lagos Island', 'Lagos State Ministry of Transport', 'Lagos DOC', 'Executive Council of Lagos State', 'Entre Lagos', 'Lagos Mainland', 'Lagos Chamber of Commerce and Industry', 'Los Lagos', 'Lagos Carnival', 'Castle of Lagos', 'Diocese of Lagos West', 'Lagos Black Heritage Festival', 'Lagos University Teaching Hospital', 'Lagos serotine', 'Lagos State Model College Badore', 'Architecture of Lagos', 'Lagos State DNA Forensic Centre', 'Lagos City Polytechnic', 'Surulere', 'Iddo Island', 'Lagos State Ministry of Environment', 'Lagos State Ministry of Health', 'Creek Hospital', 'Lagos State Development and Property Corporation', 'Attorney General of Lagos State', 'Lagos State Ministry of Justice', 'Chief Judge of Lagos State', 'Lagos State House of Assembly', 'Lagos State Civil Service', 'Lagos State Ministry of Finance', 'Lagos State Ministry of Commerce and Industry', 'Lagos State Ministry of Science and Technology', 'Lagos State Governor', 'Lagos State Ministry of Rural Development', 'Lagos State Ministry of Works and Infrastructure', 'Lagos State Ministry of Waterfront Infrastructure Development', 'High Court of Lagos State', 'Transportation in Lagos', 'Lagos Metropolitan Area Transport Authority', 'American International School of Lagos', 'Lagos State Ministry of Information and Strategy', 'Lagos State Ministry of Energy and Mineral Resources', 'Lagos State Ministry of Special Duties', 'Lagos Lawn Tennis Club']","['54179231', '46509109', '33196989', '46511023', '46923647', '52807042', '11958870', '52795276', '47087734', '4229853', '31927989', '85232', '46670627', '49745814', '47197913', '26727859', '19512701', '52767908', '1646254', '44434495', '2439823', '11558055', '32227011', '32421876', '626168', '46427161', '49732075', '53182214', '46440117', '14966219', '45557578', '45550379', '45559780', '45551048', '45572487', '45562830', '45557691', '45550321', '50750473', '49248042', '47871770', '42885129', '12164962', '1610084', '585718', '11930017', '9648404', '24793533', '1271744', '46570787', '15047376', '53588350', '52686319', '45573688', '45563378', '45551237', '45563574', '45556957', '45559829', '45329586']"
1167,World Localities>Africa>Western Africa>Senegal,"['Senegal', 'Senegal River', 'Departments of Senegal', 'Politics of Senegal', 'History of Senegal', 'Geography of Senegal', 'Foreign relations of Senegal', 'Economy of Senegal', 'Agriculture in Senegal', 'Languages of Senegal', 'Armed Forces of Senegal', 'Transport in Senegal', 'Tourism in Senegal', 'Subdivisions of Senegal', 'Senegal Airlines', 'Telecommunications in Senegal', 'Le Petit Senegal', 'United States Ambassador to Senegal', 'Acacia senegal', 'Elections in Senegal', 'Catholic Church in Senegal', 'Senegal parrot', 'Senegal gerbil', 'Senegal national rugby union team', 'Senegal bushbaby', 'Demographics of Senegal', 'Islam in Senegal', 'Senegal national basketball team', 'Flag of Senegal', 'Trade unions in Senegal', 'Chinese people in Senegal', 'Coat of arms of Senegal', 'Mining industry of Senegal', 'National Library of Senegal', 'Senegal eremomela', 'Senegal coucal', 'Communes of Senegal', 'Vietnamese people in Senegal', 'Senegal batis', 'Senegal lapwing', 'Religion in Senegal', 'Wildlife of Senegal', 'Rugby union in Senegal', 'Football in Senegal', 'Foreign Minister of Senegal', 'Corruption in Senegal', 'National Union of Autonomous Trade Unions of Senegal', 'Senegal at the FIFA World Cup', 'Dakar', 'Telephone numbers in Senegal', 'Senegalese hip hop', 'Senegal flapshell turtle', 'Postage stamps and postal history of Senegal', 'Rural communities of Senegal', 'French people in Senegal', 'Visa policy of Senegal', 'Mali Federation', 'Diourbel Region', 'Human trafficking in Senegal', 'Senegal chameleon']","['2158434', '7852179', '27286', '4747608', '22231451', '11924365', '21845839', '42323698', '44251', '27281', '2892000', '27283', '1444554', '459307', '32125632', '26276798', '27287', '27280', '27279', '3817279', '5496967', '12382129', '46909846', '39069442', '5360099', '27282', '36703513', '23320342', '27278', '30319422', '27629', '31114571', '12439740', '154884', '539554', '671308', '12176288', '12422257', '6190233', '8000612', '597690', '2892077', '27284', '14968576', '17927634', '27285', '15685661', '19061879', '11712041', '2311627', '48440611', '18629143', '1377829', '28524354', '21848511', '38672335', '12170321', '1193269', '27194174', '28466729']"
1168,World Localities>Asia,"['Asia', 'Southeast Asia', 'Western Asia', 'South Asia', 'East Asia', 'Central Asia', 'Northeast Asia', 'Geography of Asia', 'Ethnic groups in Asia', 'Women in Asia', 'Outline of Asia', 'Economy of Asia', 'Asian cuisine', 'Maritime Southeast Asia', 'Demographics of Asia', 'FIBA Asia Cup', 'History of Southeast Asia', 'History of Central Asia', 'Music of Asia', 'Prehistoric Asia', 'Islam in Southeast Asia', 'Premier League Asia Trophy', 'Religion in Asia', 'Demographics of Central Asia', 'Asian Games', 'AirAsia', 'Badminton Asia', 'Mainland Southeast Asia', 'Culture of Asia', 'Imperialism in Asia', 'FIBA Asia', 'History of East Asia', 'United Nations geoscheme for Asia', 'IIHF Challenge Cup of Asia', 'Bank of East Asia', 'Politics of Asia', 'History of Asia', 'Asia Rugby Championship', 'Asian Highway Network', 'Southeast Asian Games', 'Languages of Asia', 'Asian Football Confederation', 'Genetics and archaeogenetics of South Asia', 'British Museum Department of Asia', 'Economy of East Asia', 'Fauna of Asia', 'Asia Rugby', 'Asian people', 'The Wall Street Journal Asia', 'Fascism in Asia', 'Miss Asia Pacific World', 'Asia Pacific Screen Awards', 'Asian Canadians', 'IFAF Asia', 'Asia Jaya LRT station', 'British Asian', 'History of slavery in Asia', 'AFC Asian Cup', 'Chronology of European exploration of Asia', 'Music of Central Asia']","['285974', '689', '13292391', '13435780', '715249', '39205', '624166', '294770', '18855594', '6778024', '955971', '9404076', '6742', '1738605', '16028907', '25812808', '19605700', '1219314', '16234875', '20239701', '6175482', '6270880', '16368771', '3133330', '1318227', '14097', '1577162', '37699', '37702', '25319150', '40332292', '7173047', '147426', '52052', '759244', '440310', '536762', '16601277', '2075107', '14836664', '12485404', '4752195', '21566765', '28741', '1575383', '1278652', '16653248', '399656', '39780200', '250683', '7543388', '18671252', '9687276', '1749326', '6646612', '21850145', '37723068', '10092756', '35852196', '1674989']"
1169,World Localities>Asia>Central Asia,"['Central Asia', 'History of Central Asia', 'Demographics of Central Asia', 'Geostrategy in Central Asia', 'Central Asian studies', 'Music of Central Asia', 'Central Asians in Ancient Indian literature', 'Architecture of Central Asia', 'Central Asian Shepherd Dog', 'In the Steppes of Central Asia', 'Human rights in Central Asia', 'American University of Central Asia', 'Asian cuisine', 'Buddhism in Central Asia', 'Central Asia plus Japan', 'Central Asian art', 'Spiritual Administration of the Muslims of Central Asia and Kazakhstan', 'Central Asia Insurance', 'Soviet infrastructure in Central Asia', 'Inner Asia', 'South Asia', 'Islam in Central Asia', 'Women in Asia', 'Ethnic groups in Asia', 'Central Asian Zonal Volleyball Association', 'Central Asian confederations', 'Central Asian Arabic', 'Music of Asia', 'Central Asian Nuclear Weapon Free Zone', 'Central Asian Internal Drainage Basin', 'Geography of Asia', 'Bureau of South and Central Asian Affairs', 'Tang dynasty in Inner Asia', 'Cinema of Central Asia', 'Asia', 'Outline of Asia', 'Institute for Security and Development Policy', 'Prehistoric Asia', 'Culture of Asia', 'Central Asian red deer', 'Sports in Central Asia', 'Genetics and archaeogenetics of South Asia', 'Mountains of Central Asia', 'Assistant Secretary of State for South and Central Asian Affairs', 'Flags of Asia', 'Western Asia', 'History of the Jews in Central Asia', 'Central Asia Counternarcotics Initiative', 'Armenians in Central Asia', 'Languages of Asia', 'Islam in Southeast Asia', 'British Museum Department of Asia', 'East Asia', 'Fauna of Asia', 'Asian Steppe', 'FIBA Asia', 'History of slavery in Asia', 'United Nations geoscheme for Asia', 'History of East Asia', 'Caspian cobra']","['5662632', '8314784', '34251650', '689', '294770', '5213477', '12794295', '4111389', '6742', '35086762', '5346536', '4378019', '10399617', '15887416', '6992094', '4431459', '53407919', '35850940', '4552930', '7980861', '8375044', '22094177', '31659721', '1738605', '25812808', '20239701', '5591077', '3133330', '1318227', '1569687', '1577162', '45043749', '3164396', '3590717', '426875', '22861949', '9556940', '8243181', '440310', '1674989', '16601277', '14836664', '21566765', '39329177', '15976693', '22305813', '21597956', '399656', '39780200', '8614450', '9404076', '3606028', '19605700', '6175482', '16368771', '37699', '37723068', '7173047', '147426', '16653248']"
1170,World Localities>Asia>Central Asia>Kazakhstan,"['Kazakhstan', 'Economy of Kazakhstan', 'Demographics of Kazakhstan', 'Regions of Kazakhstan', 'Outline of Kazakhstan', 'Parliament of Kazakhstan', 'Geography of Kazakhstan', 'Elections in Kazakhstan', 'History of Kazakhstan', 'Districts of Kazakhstan', 'Media of Kazakhstan', 'Kazakhstan Hockey Championship', 'Kazakhstan Basketball Championship', 'Kazakhstan Premier League', 'Catholic Church in Kazakhstan', 'Transport in Kazakhstan', 'Armed Forces of the Republic of Kazakhstan', 'National Bank of Kazakhstan', 'Sport in Kazakhstan', 'Renewable energy in Kazakhstan', 'Human rights in Kazakhstan', 'Senate of Kazakhstan', 'Russians in Kazakhstan', 'Chinese people in Kazakhstan', 'Constitution of Kazakhstan', 'Agriculture in Kazakhstan', 'North Kazakhstan Region', 'United States Ambassador to Kazakhstan', 'Government of Kazakhstan', 'Energy policy of Kazakhstan', 'Politics of Kazakhstan', 'Health in Kazakhstan', 'Kazakhstan national basketball team', 'South Kazakhstan Region', 'Eastern Orthodoxy in Kazakhstan', 'East Kazakhstan Region', 'West Kazakhstan Region', 'Kazakhstan national rugby union team', 'Time in Kazakhstan', 'Supreme Court of Kazakhstan', 'National Library of Kazakhstan', 'Capital punishment in Kazakhstan', 'Wildlife of Kazakhstan', 'Environmental issues in Kazakhstan', 'Kazakhstan Basketball Cup', 'Central State Museum of Kazakhstan', 'Oil and gas basins of Kazakhstan', 'North Kazakhstan State University', 'Organization of the Scout Movement of Kazakhstan', 'President of Kazakhstan', 'Anthem of the Republic of Kazakhstan', 'Weightlifting Federation of the Republic of Kazakhstan', 'Kazakhstan Sports Palace', 'Postage stamps and postal history of Kazakhstan', 'Music of Kazakhstan', 'The Way of Kazakhstan', 'My Kazakhstan', 'Pirate Party of Kazakhstan', 'Mineral industry of Kazakhstan', 'Kazakhstan national futsal team']","['7770393', '16650', '40729031', '4674550', '14164332', '22452234', '8007215', '16645', '16996752', '3633778', '49049738', '16647', '1437899', '9425201', '3959906', '16644', '77875', '16540142', '16643', '3163132', '16642', '34796339', '43925136', '16349376', '2527617', '13002503', '3039333', '1306441', '9511408', '15982590', '3633789', '34084668', '18539150', '2984192', '16278889', '999120', '16646', '690202', '50433642', '4041635', '4503666', '3633802', '3959690', '31547112', '26579748', '16649', '21169181', '3633805', '10936875', '292127', '39300442', '26137648', '17967709', '309776', '7028029', '27577165', '2895237', '1929535', '29458585', '41374462']"
1171,World Localities>Asia>Central Asia>Kyrgyzstan,"['Kyrgyzstan', 'Outline of Kyrgyzstan', 'Regions of Kyrgyzstan', 'Kyrgyzstan national football team results', 'Geography of Kyrgyzstan', 'Foreign relations of Kyrgyzstan', 'Economy of Kyrgyzstan', 'Judiciary of Kyrgyzstan', 'President of Kyrgyzstan', 'Demographics of Kyrgyzstan', 'Kyrgyzstan Airlines', 'Party of Communists of Kyrgyzstan', 'Agriculture in Kyrgyzstan', 'Respublika Party of Kyrgyzstan', 'Communist Party of Kyrgyzstan', 'Flag of Kyrgyzstan', 'Public holidays in Kyrgyzstan', 'Health in Kyrgyzstan', 'Politics of Kyrgyzstan', 'Women in Kyrgyzstan', 'Kyrgyzstan national basketball team', 'Azerbaijanis in Kyrgyzstan', 'Embassy of Kyrgyzstan in London', 'Kyrgyzstan national rugby union team', 'Kyrgyzstan Time', 'Kyrgyzstan in the Turkvision Song Contest', 'Democratic Movement of Kyrgyzstan', 'International University of Kyrgyzstan', 'Leadership of Communist Kyrgyzstan', 'Media of Kyrgyzstan', 'Kyrgyzstan Federation of Trade Unions', 'Elections in Kyrgyzstan', 'Kyrgyzstan Emergency Situations Ministry', 'Education in Kyrgyzstan', 'Football in Kyrgyzstan', 'Christianity in Kyrgyzstan', 'Kyrgyzstan national football team', 'Culture of Kyrgyzstan', 'Islam in Kyrgyzstan', 'Visa policy of Kyrgyzstan', 'Kyrgyzstan Futsal League', 'Football Federation of the Kyrgyz Republic', 'Subdivisions of Kyrgyzstan', 'Kyrgyzstan Super Cup', 'National Olympic Committee of the Republic of Kyrgyzstan', 'Supreme Court of Kyrgyzstan', 'Police reform in Kyrgyzstan', 'Religion in Kyrgyzstan', 'Kyrgyz Railways', 'Armenians in Central Asia', 'Dolen Omurzakov Stadium', 'Osh', 'Uyghurs in Kyrgyzstan', 'Bandy Federation of Kyrgyzstan', 'IPSC Kyrgyzstan', 'Social Democratic Party of Kyrgyzstan', 'Constitutional Court of Kyrgyzstan', 'Music of Kyrgyzstan', 'Polygamy in Kyrgyzstan', 'Tulip Revolution']","['7742322', '40312673', '26868566', '427505', '2436086', '3669107', '16697', '16699', '16568262', '1387308', '40911894', '312721', '5757927', '30929791', '16703', '16696', '16540212', '24523664', '1186396', '35476944', '23786466', '170131', '1456612', '19749858', '4961200', '31311579', '31332247', '33845128', '41088603', '43230098', '1092723', '26725469', '10159323', '24073958', '16595933', '25021007', '16278924', '427500', '43204904', '16698', '1569760', '21543910', '666567', '16143942', '29341645', '7090467', '35482886', '23750059', '16084442', '34251650', '42063375', '35482841', '4205590', '51160161', '309775', '1300057', '23289559', '3101164', '1554342', '26938603']"
1172,World Localities>Asia>Central Asia>Tajikistan,"['Tajikistan', 'Geography of Tajikistan', 'Economy of Tajikistan', 'President of Tajikistan', 'Emblem of Tajikistan', 'Tajikistan national football team fixtures and results', 'Politics of Tajikistan', 'Regions of Tajikistan', 'Demographics of Tajikistan', 'Health in Tajikistan', 'Military of Tajikistan', 'Prime Minister of Tajikistan', 'Afghans in Tajikistan', 'Districts of Tajikistan', 'Tajikistan Football Federation', 'Elections in Tajikistan', 'Islamic Renaissance Party of Tajikistan', 'National Bank of Tajikistan', 'Transport in Tajikistan', 'Communist Party of Tajikistan', 'Environmental issues in Tajikistan', 'Agriculture in Tajikistan', 'Protestantism in Tajikistan', 'Human rights in Tajikistan', 'Public holidays in Tajikistan', 'Terrorism in Tajikistan', 'Culture of Tajikistan', 'Media of Tajikistan', 'Tajikistan Federation of Trade Unions', 'Jamoats of Tajikistan', 'Administrative divisions of Tajikistan', 'Visa policy of Tajikistan', 'Technical University of Tajikistan', 'Moskovskiy', 'Prostitution in Tajikistan', 'Women in Tajikistan', 'Religion in Tajikistan', 'Hinduism in Tajikistan', 'Corruption in Tajikistan', 'Tajik Academy of Sciences', 'Hamadoni District', 'Natural areas in Tajikistan', 'Postage stamps and postal history of Tajikistan', 'National symbols of Tajikistan', 'Rail transport in Tajikistan', 'Law enforcement in Tajikistan', 'Dushanbe Synagogue', 'Chinor', 'Polygamy in Tajikistan', 'Domestic violence in Tajikistan', 'Armenians in Central Asia', 'History of the Jews in Central Asia', 'Rudaki District', 'Vice President of Tajikistan', 'Municipalities of Tajikistan', 'Sughd Region', 'Tajik cuisine', 'Timeline of Tajikistani history', 'Bartang River', 'Human trafficking in Tajikistan']","['24875315', '23238505', '7770328', '22302393', '2661682', '51405478', '777974', '30111', '9384009', '4242305', '30113', '1387198', '2136003', '4317626', '30110', '19532601', '16540839', '9324411', '4317594', '2661683', '22079600', '40946076', '16568938', '30116', '21544612', '9513220', '20287574', '47208562', '30112', '23289636', '26803298', '163136', '6273824', '35446108', '13507074', '922023', '23407145', '666310', '15953198', '19830411', '30108', '5429108', '5749885', '31022139', '21210190', '8944370', '30115', '35787568', '16084607', '34251650', '2587819', '25196043', '45043749', '18639744', '21219165', '9014585', '3235042', '12843166', '8385634', '46540695']"
